R-OTE
FrameNum,Time,Value,Ref1,Ref2,Ref3
1160,[19:04:20.9170],-167.400000,4607.000000,6545.600000,4395.230769
1161,[19:04:21.2170],-95.846154,3665.000000,5882.538462,3662.000000
1162,[19:04:21.5170],-109.000000,4951.923077,6858.000000,4027.333333
1163,[19:04:21.8170],-13.000000,3516.000000,6288.000000,3975.000000
1164,[19:04:22.1170],203.166667,3447.833333,5912.818182,4509.500000
1165,[19:04:22.4170],308.076923,4661.000000,6173.166667,4810.727273
1166,[19:04:22.7170],-437.846154,3950.769231,5840.769231,3880.461538
1167,[19:04:23.0170],-53.384615,4241.000000,6802.076923,4995.000000
1168,[19:04:23.3170],174.307692,4687.307692,7380.153846,3407.000000
1169,[19:04:23.6170],38.166667,5179.000000,7815.000000,4160.000000
1170,[19:04:23.9170],-92.692308,4254.000000,5560.000000,4278.000000
1171,[19:04:24.2170],-217.000000,2783.538462,4575.250000,2183.000000
1172,[19:04:24.5170],323.166667,4420.846154,6223.333333,4386.000000
1173,[19:04:24.8170],-107.333333,4477.000000,5677.000000,4334.454545
1174,[19:04:25.1140],-144.000000,3471.000000,7109.363636,4547.000000
1175,[19:04:25.4150],-74.000000,4587.909091,5762.000000,3728.000000
1176,[19:04:25.7170],401.363636,4102.000000,6189.636364,3773.846154
1177,[19:04:26.0170],-88.692308,3891.000000,5448.000000,4153.000000
1178,[19:04:26.3170],-806.000000,2943.333333,5611.333333,2519.666667
1179,[19:04:26.6170],-53.833333,4347.307692,7212.833333,3767.153846
1180,[19:04:26.9170],-375.000000,5070.833333,6347.000000,3662.769231
1181,[19:04:27.2170],4.923077,4218.000000,6688.000000,4570.307692
1182,[19:04:27.5170],22.000000,5617.000000,7452.000000,4829.090909
1183,[19:04:27.8170],278.384615,4784.363636,6998.909091,5087.666667
1184,[19:04:28.1170],-277.000000,4425.181818,6409.000000,3529.000000
1185,[19:04:28.4170],501.727273,5295.923077,6007.000000,4211.000000
1186,[19:04:28.7170],-238.000000,4651.444444,6357.307692,3799.000000
1187,[19:04:29.0180],288.000000,4394.000000,6968.846154,3725.538462
1188,[19:04:29.3170],360.600000,4559.666667,4936.076923,3884.000000
1189,[19:04:29.6170],347.000000,4408.923077,6708.692308,4189.400000
1190,[19:04:29.9170],-357.000000,3432.000000,6876.666667,3835.000000
1191,[19:04:30.2150],-132.666667,2629.166667,5120.666667,3651.400000
1192,[19:04:30.5150],72.166667,4106.000000,6747.692308,4666.000000
1193,[19:04:30.8170],51.230769,4138.818182,8482.181818,3871.076923
1194,[19:04:31.1430],-394.000000,5122.333333,7048.000000,3432.000000
1195,[19:04:31.4180],299.692308,4162.000000,6994.000000,5066.000000
1196,[19:04:31.7170],285.090909,5072.000000,6940.000000,4223.692308
1197,[19:04:32.0170],516.909091,4877.000000,6987.500000,3916.000000
1198,[19:04:32.3170],-62.000000,4791.166667,7064.000000,4557.000000
1199,[19:04:32.6170],17.076923,4826.923077,6309.000000,4002.166667
1200,[19:04:32.9170],-84.384615,5189.769231,6679.153846,4094.000000
1201,[19:04:33.2170],-37.166667,4681.000000,8447.000000,4470.076923
1202,[19:04:33.5170],-473.000000,5164.833333,5392.000000,4451.615385
1203,[19:04:33.8170],40.000000,4759.666667,6969.777778,3874.000000
1204,[19:04:34.1170],-433.333333,4931.818182,7206.500000,4760.461538
1205,[19:04:34.4180],153.166667,3418.692308,6304.000000,3199.000000
1206,[19:04:34.7170],355.615385,4107.846154,4286.166667,1915.846154
1207,[19:04:35.0180],99.000000,5550.000000,5916.923077,4223.307692
1208,[19:04:35.3150],226.000000,4723.272727,6810.000000,3376.923077
1209,[19:04:35.6170],-22.333333,5821.818182,6128.000000,3240.181818
1210,[19:04:35.9170],512.250000,4356.384615,8078.272727,3869.230769
1211,[19:04:36.2170],76.000000,4146.333333,7287.500000,4210.000000
1212,[19:04:36.5170],234.000000,4037.461538,7122.272727,3267.500000
1213,[19:04:36.8170],276.800000,4061.000000,7540.166667,3865.076923
1214,[19:04:37.1170],257.769231,3568.000000,5043.000000,3191.000000
1215,[19:04:37.4180],1.000000,5802.636364,7209.692308,4068.000000
1216,[19:04:37.7170],648.230769,4879.636364,7929.666667,3363.000000
1217,[19:04:38.0170],2861.333333,3367.000000,7946.166667,3426.666667
1218,[19:04:38.3170],1761.000000,4448.500000,6673.500000,4278.692308
1219,[19:04:38.6170],2695.166667,4310.166667,6250.000000,3621.000000
1220,[19:04:38.9170],2178.727273,4589.000000,4989.666667,3700.166667
1221,[19:04:39.2170],2709.230769,5093.000000,5970.000000,3404.692308
1222,[19:04:39.5170],2103.000000,3049.833333,7086.666667,3016.363636
1223,[19:04:39.8170],2242.000000,4998.846154,6348.000000,3485.000000
1224,[19:04:40.1150],2090.333333,4661.666667,5765.692308,3235.000000
1225,[19:04:40.4160],1154.615385,2499.400000,3512.538462,1853.923077
1226,[19:04:40.7170],1547.692308,4636.692308,5455.000000,3454.307692
1227,[19:04:41.0170],2690.090909,2839.000000,6552.000000,3150.000000
1228,[19:04:41.3170],2943.000000,5659.000000,7570.000000,4651.000000
1229,[19:04:41.6170],2226.000000,4934.272727,6256.769231,4206.538462
1230,[19:04:41.9170],2493.000000,6086.333333,7993.000000,4027.000000
1231,[19:04:42.2170],3056.000000,4469.000000,6955.000000,3265.384615
1232,[19:04:42.5170],2605.000000,5500.500000,7676.384615,3757.000000
1233,[19:04:42.8170],2094.222222,4224.636364,6223.000000,2975.000000
1234,[19:04:43.1170],2755.166667,4216.666667,5869.000000,4036.333333
1235,[19:04:43.4180],2509.230769,4403.500000,7106.000000,3558.000000
1236,[19:04:43.7170],3142.692308,5047.818182,8582.230769,4221.923077
1237,[19:04:44.0170],2164.000000,4239.000000,8043.454545,3540.076923
1238,[19:04:44.3170],1795.000000,4347.833333,8245.222222,3288.000000
1239,[19:04:44.6170],1491.000000,4368.818182,6719.538462,2857.000000
1240,[19:04:44.9180],3079.600000,4640.000000,6678.000000,3940.166667
1241,[19:04:45.2150],2306.363636,4145.000000,5808.923077,3725.000000
1242,[19:04:45.5150],2071.000000,4631.538462,5838.000000,3840.076923
1243,[19:04:45.8170],2646.636364,4586.538462,6097.500000,4512.000000
1244,[19:04:46.1430],1909.000000,4760.000000,6521.000000,3970.230769
1245,[19:04:46.4180],2806.090909,5073.500000,6992.538462,4437.000000
1246,[19:04:46.7170],1459.000000,3265.333333,5134.000000,2237.000000
1247,[19:04:47.0170],1830.800000,3236.500000,4979.454545,2996.000000
1248,[19:04:47.3170],2307.615385,5146.545455,5604.000000,3241.000000
1249,[19:04:47.6170],2334.923077,5093.666667,6549.846154,4093.000000
1250,[19:04:47.9170],2604.000000,6483.666667,8203.000000,4930.384615
1251,[19:04:48.2170],2609.000000,4659.000000,6574.000000,3530.272727
1252,[19:04:48.5170],2201.909091,4850.000000,5378.000000,3131.000000
1253,[19:04:48.8170],2389.769231,4547.000000,6626.333333,3035.000000
1254,[19:04:49.1170],2093.000000,3980.153846,6802.000000,3988.000000
1255,[19:04:49.4180],2956.000000,5619.000000,6353.538462,5073.000000
1256,[19:04:49.7170],2302.909091,3510.615385,6750.000000,3719.000000
1257,[19:04:50.0180],2914.000000,4655.000000,5949.000000,3698.000000
1258,[19:04:50.3150],2058.500000,3218.000000,6325.333333,4055.461538
1259,[19:04:50.6170],2058.727273,4165.846154,5088.000000,2782.166667
1260,[19:04:50.9170],2778.000000,3274.692308,6285.000000,3064.000000
1261,[19:04:51.2180],2687.000000,5195.166667,7660.727273,4134.230769
1262,[19:04:51.5170],2982.615385,5249.000000,6342.000000,4210.000000
1263,[19:04:51.8170],2520.909091,4462.500000,7193.000000,4517.076923
1264,[19:04:52.1170],2461.000000,4767.000000,6779.769231,3501.000000
1265,[19:04:52.4180],1773.461538,5479.833333,5766.666667,3614.000000
1266,[19:04:52.7170],1547.545455,3838.200000,5563.000000,3367.000000
1267,[19:04:53.0170],2269.846154,4513.500000,6302.200000,4690.000000
1268,[19:04:53.3170],2374.000000,4449.000000,7825.833333,4425.000000
1269,[19:04:53.6180],2707.090909,5468.000000,7966.000000,4506.500000
1270,[19:04:53.9180],2068.166667,4767.000000,5831.545455,4749.307692
1271,[19:04:54.2180],1799.909091,4826.000000,6779.000000,4935.400000
1272,[19:04:54.5180],1647.272727,5583.111111,7457.000000,4424.833333
1273,[19:04:54.8180],3103.909091,4371.923077,7425.000000,2941.818182
1274,[19:04:55.1150],1847.000000,4413.000000,6062.000000,3243.000000
1275,[19:04:55.4160],1859.000000,5120.000000,7380.000000,5060.461538
1276,[19:04:55.7170],1933.727273,4915.333333,6100.538462,3398.000000
1277,[19:04:56.0180],2460.384615,3850.090909,5973.230769,3961.000000
1278,[19:04:56.3180],1494.846154,4843.545455,5295.000000,3185.000000
1279,[19:04:56.6170],2011.000000,4042.000000,5135.615385,2907.250000
1280,[19:04:56.9180],2283.800000,3825.636364,5598.307692,3065.000000
1281,[19:04:57.2180],3093.333333,4654.166667,6119.500000,4381.461538
1282,[19:04:57.5180],2233.000000,4553.800000,6246.000000,4207.000000
1283,[19:04:57.8170],3139.200000,4906.538462,6554.615385,4354.000000
1284,[19:04:58.1180],3366.500000,5267.000000,7882.230769,4723.181818
1285,[19:04:58.4180],2831.076923,4623.153846,5676.000000,3543.076923
1286,[19:04:58.7170],2438.000000,3960.000000,6525.000000,4576.538462
1287,[19:04:59.0180],1432.538462,3247.181818,6282.846154,3816.000000
1288,[19:04:59.3180],2434.307692,4888.384615,6969.500000,3316.000000
1289,[19:04:59.6180],1832.000000,4499.000000,6503.769231,3833.461538
1290,[19:04:59.9180],1927.000000,4457.909091,6567.333333,3161.000000
1291,[19:05:00.2150],2194.000000,4331.000000,5549.833333,3333.000000
1292,[19:05:00.5160],3010.000000,6502.333333,7165.153846,4524.615385
1293,[19:05:00.8180],1218.000000,3332.200000,4939.000000,2166.090909
1294,[19:05:01.1420],1818.000000,4531.000000,5388.000000,2719.000000
1295,[19:05:01.4180],1483.923077,4292.000000,5362.230769,2856.000000
1296,[19:05:01.7180],1858.000000,5337.461538,6946.153846,3394.230769
1297,[19:05:02.0180],2213.000000,4156.000000,7583.363636,3382.769231
1298,[19:05:02.3180],2459.538462,5683.727273,6625.000000,3346.000000
1299,[19:05:02.6180],1020.000000,1998.000000,4391.000000,3202.461538
1300,[19:05:02.9180],2551.692308,4310.000000,6777.000000,3245.833333
1301,[19:05:03.2180],3003.076923,4705.000000,6467.000000,4125.000000
1302,[19:05:03.5180],1564.769231,4377.777778,6741.000000,4414.000000
1303,[19:05:03.8180],2490.615385,5142.166667,8710.181818,4893.000000
1304,[19:05:04.1180],2297.692308,5127.615385,7427.000000,4419.769231
1305,[19:05:04.4180],2445.000000,5083.500000,7013.000000,3466.000000
1306,[19:05:04.7180],2738.000000,4899.000000,8541.000000,4620.923077
1307,[19:05:05.0180],1541.769231,5092.333333,7475.000000,3077.000000
1308,[19:05:05.3160],2763.800000,4987.000000,5968.800000,3661.818182
1309,[19:05:05.6180],1914.000000,5177.000000,7553.000000,3895.000000
1310,[19:05:05.9180],2163.692308,4326.846154,8271.333333,3689.000000
1311,[19:05:06.2180],2293.000000,4174.230769,6460.000000,3872.000000
1312,[19:05:06.5180],3092.307692,6081.909091,6982.166667,4416.000000
1313,[19:05:06.8180],982.000000,3578.000000,5445.000000,2793.538462
1314,[19:05:07.1180],1718.272727,3887.111111,5150.000000,3268.833333
1315,[19:05:07.4180],1620.076923,2888.333333,4738.000000,2823.000000
1316,[19:05:07.7180],2320.600000,4268.000000,5141.833333,3613.000000
1317,[19:05:08.0180],2923.250000,3938.000000,6503.000000,3579.000000
1318,[19:05:08.3180],2624.000000,4379.615385,6014.833333,4654.000000
1319,[19:05:08.6180],2920.833333,4094.166667,6629.833333,3096.000000
1320,[19:05:08.9180],1745.200000,5455.000000,6186.000000,3865.000000
1321,[19:05:09.2180],1764.000000,4059.000000,5417.500000,3598.000000
1322,[19:05:09.5180],2197.000000,3515.846154,4509.615385,3129.230769
1323,[19:05:09.8180],2093.727273,3100.000000,5932.454545,3462.000000
1324,[19:05:10.1160],1837.000000,3570.230769,6896.000000,3741.538462
1325,[19:05:10.4160],1937.769231,4577.333333,6777.230769,4151.615385
1326,[19:05:10.7180],3046.444444,3774.000000,5589.000000,3376.000000
1327,[19:05:11.0180],2633.166667,4939.000000,6281.000000,3552.769231
1328,[19:05:11.3180],1834.461538,4289.666667,5815.000000,3663.000000
1329,[19:05:11.6180],2875.090909,4562.769231,7365.307692,4511.545455
1330,[19:05:11.9180],2725.363636,3567.166667,6556.000000,4283.000000
1331,[19:05:12.2180],3344.333333,5393.818182,7115.090909,3799.000000
1332,[19:05:12.5180],1555.000000,4618.846154,7371.181818,3235.000000
1333,[19:05:12.8180],2484.538462,4401.769231,6481.000000,4174.846154
1334,[19:05:13.1180],2827.769231,3398.923077,5799.000000,3611.000000
1335,[19:05:13.4190],2224.000000,4717.538462,5528.307692,2625.000000
1336,[19:05:13.7180],2089.000000,4442.000000,6331.307692,4641.833333
1337,[19:05:14.0180],3598.555556,4472.692308,6781.076923,3395.000000
1338,[19:05:14.3180],2695.000000,4362.769231,7561.500000,4585.307692
1339,[19:05:14.6180],2041.777778,4348.692308,5612.000000,4622.000000
1340,[19:05:14.9180],1041.000000,4180.833333,6446.000000,4305.000000
1341,[19:05:15.2160],2620.545455,4016.500000,6112.000000,3417.000000
1342,[19:05:15.5160],2028.833333,3848.846154,4996.384615,3140.000000
1343,[19:05:15.8180],2172.692308,4208.000000,8001.615385,4232.000000
1344,[19:05:16.1420],1971.400000,4205.166667,4881.000000,2477.000000
1345,[19:05:16.4190],2304.769231,3108.076923,6080.000000,4126.000000
1346,[19:05:16.7180],2582.000000,4083.076923,7370.500000,3573.000000
1347,[19:05:17.0180],2345.000000,4515.769231,6933.666667,3699.000000
1348,[19:05:17.3180],1800.363636,2973.000000,5979.923077,3183.000000
1349,[19:05:17.6180],2318.500000,4195.000000,7026.769231,4058.000000
1350,[19:05:17.9180],1934.000000,4138.000000,6383.000000,3825.000000
1351,[19:05:18.2180],1771.833333,4348.000000,5819.000000,1958.846154
1352,[19:05:18.5180],1518.000000,3902.000000,6140.500000,4425.076923
1353,[19:05:18.8180],1227.000000,3687.692308,6100.000000,2691.000000
1354,[19:05:19.1180],566.666667,3580.076923,4604.909091,2894.000000
1355,[19:05:19.4190],2148.000000,3909.333333,5509.230769,3180.923077
1356,[19:05:19.7180],2982.363636,5510.333333,6556.000000,4117.615385
1357,[19:05:20.0190],2555.000000,3303.000000,7084.153846,3929.000000
1358,[19:05:20.3160],2407.363636,4456.727273,6035.000000,4157.400000
1359,[19:05:20.6180],2594.090909,3667.000000,7557.000000,5120.230769
1360,[19:05:20.9180],2618.000000,4652.000000,7358.076923,4671.000000
1361,[19:05:21.2180],1248.363636,1697.000000,5245.230769,1726.230769
1362,[19:05:21.5180],2754.833333,5601.000000,8138.166667,3760.000000
1363,[19:05:21.8180],3253.818182,5552.166667,6614.000000,3103.000000
1364,[19:05:22.1180],2769.000000,5533.000000,6063.600000,3732.000000
1365,[19:05:22.4190],2601.500000,4947.384615,5283.000000,4735.500000
1366,[19:05:22.7180],2449.000000,4938.000000,6592.461538,3450.000000
1367,[19:05:23.0180],2445.500000,4363.384615,6111.200000,3476.000000
1368,[19:05:23.3180],2478.153846,4495.000000,8020.000000,3839.000000
1369,[19:05:23.6180],2238.000000,3696.076923,6389.153846,4344.000000
1370,[19:05:23.9190],1576.000000,4538.500000,6376.000000,4428.666667
1371,[19:05:24.2180],2689.076923,5905.000000,5879.000000,3791.000000
1372,[19:05:24.5180],2210.000000,4842.636364,7049.384615,5312.818182
1373,[19:05:24.8180],2596.333333,4337.307692,6422.615385,3813.000000
1374,[19:05:25.1160],2768.833333,4123.000000,6522.000000,3600.000000
1375,[19:05:25.4160],371.076923,4404.000000,5007.833333,3016.230769
1376,[19:05:25.7180],2406.454545,4436.636364,5159.500000,3112.000000
1377,[19:05:26.0180],1757.923077,4725.307692,5503.384615,3378.000000
1378,[19:05:26.3180],1903.600000,3990.000000,5895.000000,3667.000000
1379,[19:05:26.6180],2984.800000,5026.384615,7285.307692,3993.230769
1380,[19:05:26.9180],2477.000000,4726.666667,5675.000000,4300.846154
1381,[19:05:27.2180],1122.230769,2664.000000,5921.555556,3021.333333
1382,[19:05:27.5180],2052.307692,3788.200000,4316.000000,2329.000000
1383,[19:05:27.8180],1734.000000,3979.727273,6421.000000,3888.615385
1384,[19:05:28.1180],1988.000000,4134.769231,6148.000000,4215.166667
1385,[19:05:28.4190],2255.000000,4500.923077,6195.307692,4063.769231
1386,[19:05:28.7180],1671.000000,5018.000000,6962.230769,3887.000000
1387,[19:05:29.0190],1998.384615,4405.615385,6273.000000,3936.000000
1388,[19:05:29.3180],2843.076923,5130.000000,6648.153846,4227.000000
1389,[19:05:29.6180],1712.000000,3743.400000,4380.000000,3169.000000
1390,[19:05:29.9190],2111.000000,3492.461538,6889.461538,3776.846154
1391,[19:05:30.2160],2243.833333,4016.909091,5710.692308,4704.000000
1392,[19:05:30.5160],2016.666667,3989.000000,5634.923077,3326.769231
1393,[19:05:30.8180],1755.333333,4913.000000,7266.230769,3037.000000
1394,[19:05:31.1430],1512.333333,3190.000000,4785.384615,3399.692308
1395,[19:05:31.4190],2874.833333,4455.000000,6233.000000,3025.000000
1396,[19:05:31.7180],1562.769231,3946.000000,5137.363636,3520.923077
1397,[19:05:32.0190],2544.166667,4844.833333,6809.615385,4046.000000
1398,[19:05:32.3180],2554.000000,3937.166667,6478.000000,3475.000000
1399,[19:05:32.6190],1737.000000,4135.000000,5132.000000,4297.000000
1400,[19:05:32.9190],3072.769231,5351.923077,8793.636364,4707.444444
1401,[19:05:33.2190],1466.076923,3748.076923,5538.230769,3965.000000
1402,[19:05:33.5180],1936.461538,3474.000000,6093.000000,3828.000000
1403,[19:05:33.8190],1939.000000,3920.000000,6467.076923,3253.000000
1404,[19:05:34.1190],2873.000000,4773.000000,7103.153846,4276.333333
1405,[19:05:34.4190],1702.307692,4429.000000,6936.153846,4294.000000
1406,[19:05:34.7180],2648.000000,5433.000000,7892.923077,3881.000000
1407,[19:05:35.0190],2488.692308,3478.000000,7886.230769,3493.000000
1408,[19:05:35.3160],2606.000000,5451.000000,6867.000000,3122.000000
1409,[19:05:35.6190],1127.000000,4492.000000,5210.000000,4149.000000
1410,[19:05:35.9180],2435.000000,3939.500000,6605.166667,3970.000000
1411,[19:05:36.2180],2927.833333,4921.500000,6981.153846,4285.000000
1412,[19:05:36.5190],2007.500000,4230.000000,7663.000000,3077.461538
1413,[19:05:36.8190],1334.000000,4611.000000,6065.500000,3454.538462
1414,[19:05:37.1190],2249.909091,4369.000000,5894.000000,3304.000000
1415,[19:05:37.4190],1369.454545,2780.000000,4563.000000,2415.230769
1416,[19:05:37.7190],1635.000000,4698.076923,5528.000000,3392.000000
1417,[19:05:38.0190],986.000000,4971.090909,5482.000000,3961.000000
1418,[19:05:38.3190],2824.000000,5373.461538,7260.846154,4235.666667
1419,[19:05:38.6190],2617.800000,5040.000000,7473.166667,3877.769231
1420,[19:05:38.9190],1328.000000,3280.333333,5880.833333,3868.000000
1421,[19:05:39.2190],2683.230769,4625.000000,6471.076923,4396.846154
1422,[19:05:39.5190],1536.833333,3828.777778,5173.153846,2935.000000
1423,[19:05:39.8190],1973.153846,3935.000000,6458.500000,4820.153846
1424,[19:05:40.1160],1669.666667,2426.000000,3710.000000,2492.000000
1425,[19:05:40.4170],2336.833333,3689.000000,6061.000000,3979.000000
1426,[19:05:40.7190],2624.846154,3995.666667,6366.000000,4555.833333
1427,[19:05:41.0190],1869.000000,4292.000000,6175.000000,3544.076923
1428,[19:05:41.3190],1251.000000,4221.000000,6659.076923,4926.000000
1429,[19:05:41.6190],2060.166667,2115.000000,3651.846154,2079.000000
1430,[19:05:41.9190],1016.000000,3138.833333,4786.000000,2555.000000
1431,[19:05:42.2190],2275.000000,4825.769231,6819.384615,3864.000000
1432,[19:05:42.5190],1867.000000,4114.000000,7416.000000,3775.000000
1433,[19:05:42.8190],1641.000000,4880.000000,6862.727273,3561.000000
1434,[19:05:43.1190],1941.615385,4329.000000,7013.230769,4160.166667
1435,[19:05:43.4220],2435.000000,2851.076923,4782.307692,2697.000000
1436,[19:05:43.7190],1945.000000,4100.833333,6808.000000,3682.000000
1437,[19:05:44.0190],3216.800000,4592.000000,6378.000000,4061.000000
1438,[19:05:44.3190],2103.615385,4017.000000,6357.000000,3793.000000
1439,[19:05:44.6190],2192.666667,4168.076923,6566.500000,3102.166667
1440,[19:05:44.9190],2426.000000,3636.909091,6586.076923,3851.307692
1441,[19:05:45.2160],3024.000000,5032.909091,6983.000000,3962.000000
1442,[19:05:45.5160],2112.000000,4883.692308,7534.000000,4385.000000
1443,[19:05:45.8190],3217.454545,4956.384615,6162.000000,4122.307692
1444,[19:05:46.1420],1785.000000,4947.666667,5957.923077,3013.000000
1445,[19:05:46.4200],3190.166667,4309.000000,6608.166667,4341.000000
1446,[19:05:46.7190],1696.000000,4900.846154,7114.333333,4276.153846
1447,[19:05:47.0190],1731.000000,4856.500000,5974.230769,3883.000000
1448,[19:05:47.3190],1917.000000,4713.000000,7062.333333,3592.000000
1449,[19:05:47.6190],1847.000000,3645.846154,5091.800000,2892.615385
1450,[19:05:47.9190],1743.000000,3264.000000,5109.000000,2652.000000
1451,[19:05:48.2190],2009.000000,5111.818182,5867.000000,3713.000000
1452,[19:05:48.5190],1833.000000,4176.800000,6691.333333,2697.000000
1453,[19:05:48.8190],3417.307692,4373.769231,7217.000000,3662.384615
1454,[19:05:49.1190],2379.000000,5054.000000,7376.000000,4100.000000
1455,[19:05:49.4190],2032.000000,3971.000000,7456.000000,4720.000000
1456,[19:05:49.7190],2407.000000,4206.000000,7687.000000,3078.153846
1457,[19:05:50.0190],2011.272727,5606.461538,6917.200000,5621.846154
1458,[19:05:50.3170],2256.000000,4215.000000,7252.800000,4026.846154
1459,[19:05:50.6190],2308.090909,5031.000000,6166.000000,3826.000000
1460,[19:05:50.9190],2377.000000,5581.727273,5911.000000,5079.000000
1461,[19:05:51.2190],2146.454545,4446.000000,7352.076923,3528.000000
1462,[19:05:51.5190],1550.000000,3676.000000,4810.000000,2927.846154
1463,[19:05:51.8190],2580.818182,4377.923077,5010.615385,3074.000000
1464,[19:05:52.1190],2456.076923,3633.000000,5993.230769,3877.153846
1465,[19:05:52.4200],1926.000000,3987.000000,5057.090909,3890.000000
1466,[19:05:52.7190],2705.000000,4249.666667,6515.000000,3548.000000
1467,[19:05:53.0190],2202.166667,3296.923077,5312.692308,3842.000000
1468,[19:05:53.3190],2865.166667,4292.461538,6422.454545,3380.000000
1469,[19:05:53.6190],1317.000000,3417.500000,6697.166667,3462.000000
1470,[19:05:53.9190],2394.666667,4792.909091,5796.000000,4111.000000
1471,[19:05:54.2200],2203.769231,5370.000000,6858.692308,4178.000000
1472,[19:05:54.5190],2358.000000,5386.090909,5853.000000,3661.000000
1473,[19:05:54.8190],2149.166667,4941.166667,6124.818182,3837.000000
1474,[19:05:55.1170],1558.636364,3787.000000,5640.000000,3118.000000
1475,[19:05:55.4170],1927.833333,4145.000000,6492.000000,3850.000000
1476,[19:05:55.7190],2236.090909,4552.307692,5244.846154,2851.000000
1477,[19:05:56.0190],2970.923077,4741.615385,7199.000000,4290.000000
1478,[19:05:56.3190],2850.000000,4178.384615,7866.692308,4119.615385
1479,[19:05:56.6190],2768.230769,4620.545455,5967.230769,4517.000000
1480,[19:05:56.9190],1433.000000,5090.692308,7133.090909,3948.692308
1481,[19:05:57.2190],1427.000000,4811.000000,6403.000000,4629.090909
1482,[19:05:57.5190],2013.000000,4546.692308,6647.461538,3290.000000
1483,[19:05:57.8190],935.833333,2302.666667,3845.500000,2497.307692
1484,[19:05:58.1190],2467.000000,5154.692308,6380.000000,3457.000000
1485,[19:05:58.4200],2928.000000,4188.000000,5419.000000,3432.000000
1486,[19:05:58.7190],2570.000000,4522.000000,5802.000000,3831.615385
1487,[19:05:59.0190],2714.000000,3750.500000,5747.000000,2651.500000
1488,[19:05:59.3190],1843.333333,3928.000000,7407.666667,5009.833333
1489,[19:05:59.6190],2609.000000,4893.000000,7027.000000,3652.000000
1490,[19:05:59.9190],2593.800000,4546.000000,6506.000000,3716.000000
1491,[19:06:00.2170],1822.000000,3577.000000,6165.000000,3354.000000
1492,[19:06:00.5170],2016.166667,3214.000000,5876.769231,3328.000000
1493,[19:06:00.8190],2122.888889,3999.230769,6083.000000,3641.600000
1494,[19:06:01.1420],2031.076923,3800.230769,4373.692308,3221.000000
1495,[19:06:01.4200],1567.000000,3489.000000,5624.538462,3648.000000
1496,[19:06:01.7190],567.000000,2914.692308,4183.800000,1435.000000
1497,[19:06:02.0190],2176.461538,2392.000000,5702.222222,2103.000000
1498,[19:06:02.3190],2322.923077,5184.538462,6040.538462,3606.500000
1499,[19:06:02.6190],2246.545455,3493.000000,4989.000000,3568.000000
1500,[19:06:02.9190],2221.818182,3957.000000,6179.000000,4321.000000
1501,[19:06:03.2190],2218.000000,3998.461538,5955.000000,3448.000000
1502,[19:06:03.5190],3082.727273,4518.000000,7051.230769,4282.000000
1503,[19:06:03.8190],2928.000000,4037.333333,5509.500000,5683.769231
1504,[19:06:04.1190],2221.538462,4494.333333,6776.461538,4012.500000
1505,[19:06:04.4200],3021.166667,5071.000000,7163.000000,4479.666667
1506,[19:06:04.7190],2240.545455,4819.000000,7776.666667,2908.000000
1507,[19:06:05.0200],1024.545455,5508.846154,6387.363636,4584.000000
1508,[19:06:05.3170],1980.538462,4614.000000,6929.000000,4409.000000
1509,[19:06:05.6190],2998.000000,4720.615385,6530.833333,3696.538462
1510,[19:06:05.9200],2920.272727,4580.000000,6606.692308,3432.538462
1511,[19:06:06.2190],2667.333333,4375.272727,6270.000000,4214.000000
1512,[19:06:06.5200],2239.272727,5510.307692,6541.000000,4161.615385
1513,[19:06:06.8190],2667.333333,4198.461538,6141.166667,3969.833333
1514,[19:06:07.1200],1397.000000,4300.500000,6034.000000,3338.000000
1515,[19:06:07.4200],1616.000000,4924.000000,6243.333333,3733.000000
1516,[19:06:07.7190],2148.769231,4529.000000,6258.000000,3642.000000
1517,[19:06:08.0190],1513.846154,3221.000000,5605.090909,2145.000000
1518,[19:06:08.3190],2133.090909,4644.846154,6544.000000,4143.000000
1519,[19:06:08.6190],1027.000000,2305.000000,3698.538462,2652.000000
1520,[19:06:08.9190],1922.000000,4772.615385,6971.500000,4118.000000
1521,[19:06:09.2190],2643.200000,4199.000000,7084.818182,4405.000000
1522,[19:06:09.5200],2025.692308,5112.727273,6679.000000,3367.000000
1523,[19:06:09.8190],1826.166667,4131.769231,6206.000000,4488.333333
1524,[19:06:10.1170],2328.666667,5827.166667,6424.000000,6005.000000
1525,[19:06:10.4170],2468.666667,4552.000000,7272.000000,4228.000000
1526,[19:06:10.7190],1823.333333,4194.000000,6700.000000,3706.000000
1527,[19:06:11.0190],1868.000000,3866.090909,5934.166667,4347.846154
1528,[19:06:11.3190],3364.666667,4639.153846,7062.555556,3976.000000
1529,[19:06:11.6190],2845.000000,5228.000000,7712.384615,4295.454545
1530,[19:06:11.9190],1967.000000,3360.666667,5211.000000,2187.000000
1531,[19:06:12.2200],1595.000000,4378.181818,4689.538462,4101.090909
1532,[19:06:12.5190],1899.384615,4229.000000,7678.111111,3780.000000
1533,[19:06:12.8190],2749.000000,5053.000000,6286.153846,4090.000000
1534,[19:06:13.1200],1575.000000,3923.000000,6339.000000,4581.000000
1535,[19:06:13.4200],1976.000000,4066.846154,6643.333333,4403.000000
1536,[19:06:13.7190],2598.000000,4219.181818,6393.000000,3984.909091
1537,[19:06:14.0200],2621.545455,4034.636364,6426.800000,3596.153846
